YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,GrLivArea,GarageArea,WoodDeckSF
1961,1961,0.0,6.150602768446279,6.78332520060396,896,730.0,140
1958,1958,108.0,6.828712071641684,7.1929342212158,1329,312.0,393
1997,1998,0.0,6.674561391814426,6.834108738813838,1629,482.0,212
1998,1998,20.0,6.401917196727186,6.831953565565855,1604,470.0,360
1992,1992,0.0,5.575949103146316,7.155396301896734,1280,506.0,0
1993,1994,0.0,0.0,6.638567789166521,1655,440.0,157
1992,2007,0.0,6.841615476477592,7.063903961472068,1187,420.0,483
1998,1998,0.0,0.0,6.672032945461067,1465,393.0,0
1990,1990,0.0,6.45833828334479,7.170888478512505,1341,506.0,192
1970,1970,0.0,6.690842277418564,6.78332520060396,882,525.0,240
1999,1999,0.0,6.9584483932976555,7.2485040723706105,1337,511.0,203
1971,1971,504.0,5.056245805348308,6.182084906716632,987,264.0,275
1971,1971,492.0,5.707110264748875,6.26530121273771,1092,320.0,0
1975,1975,0.0,6.244166900663736,6.752270376141742,1456,440.0,173
1975,1975,0.0,0.0,6.729824070489475,836,308.0,0
2009,2010,162.0,0.0,7.372118028337787,2334,751.0,144
2009,2010,256.0,0.0,7.3427791893318455,1544,868.0,0
2005,2005,615.0,4.709530201312334,7.4377951216719325,1698,730.0,192
2005,2006,240.0,3.367295829986474,7.508238774678663,1822,678.0,0
2003,2004,1095.0,7.2254814727822945,7.954021087278037,2696,958.0,220
2002,2002,232.0,6.361302477572996,7.421775793644647,2250,756.0,238
2006,2006,178.0,3.2188758248682006,7.223295679562314,1370,484.0,120
2005,2005,0.0,0.0,7.1891677384203225,1324,430.0,36
2006,2006,14.0,2.833213344056216,7.044032897274685,1145,437.0,100
2004,2004,0.0,5.7899601708972535,5.953243334287785,1374,400.0,100
2004,2004,0.0,0.0,6.742880635791903,1733,433.0,144
1998,1998,114.0,0.0,7.396335293800808,2475,962.0,23
2005,2006,226.0,0.0,7.3752557780097545,1595,880.0,144
2009,2010,0.0,0.0,7.105786129481271,1218,676.0,0
2005,2005,0.0,7.254884810077338,7.292337176173877,1468,528.0,0
2004,2004,122.0,0.0,6.723832440821209,1659,484.0,144
1920,1950,0.0,0.0,6.705639094860003,1012,429.0,121
1974,2002,250.0,4.844187086458591,7.097548850614793,1494,461.0,296
1993,1993,504.0,5.5254529391317835,7.116394144093465,2349,762.0,32
1992,1993,180.0,7.029972911706386,7.237778191923443,2225,713.0,198
2004,2005,0.0,7.1693500166706,7.305860032684009,1488,506.0,168
2004,2004,0.0,0.0,6.734591659972948,1680,588.0,0
2004,2004,120.0,5.638354669333745,6.398594934535208,1200,480.0,0
2004,2005,0.0,5.910796644040527,6.398594934535208,1200,480.0,0
2005,2005,216.0,5.932245187448011,6.398594934535208,1236,480.0,0
2000,2000,1159.0,6.1463292576688975,6.6293632534374485,1512,440.0,0
2003,2003,0.0,5.501258210544727,6.274762021241939,1080,496.0,0
2010,2010,0.0,6.940222469119639,7.404279118037268,1418,852.0,160
2000,2000,0.0,6.184148890937483,6.883462586413092,1848,592.0,280
2002,2002,0.0,6.726233402358747,7.30854279753919,1492,596.0,277
1967,1967,120.0,6.2285110035911835,7.512071245835466,1829,535.0,0
1993,1993,0.0,7.037027614686276,7.155396301896734,2495,660.0,224
1978,1978,0.0,6.5337888379333435,7.110696122978827,1891,678.0,0
1971,1971,0.0,5.799092654460526,6.573680166960646,1645,441.0,0
1966,1966,172.0,6.54965074223381,7.117205503164344,1232,490.0,0
1966,1966,0.0,6.966024187106113,7.098375638590786,1209,504.0,0
1967,1967,268.0,6.918695219020472,7.32052696227274,1510,517.0,0
1964,1964,0.0,0.0,6.280395838960195,1775,480.0,0
1962,2001,144.0,7.313886831633462,7.455298485683291,1728,0.0,0
1952,2002,265.0,6.508769136971682,7.039660349862076,2461,400.0,0
1949,1950,340.0,5.707110264748875,6.663132695990803,1556,470.0,0
1966,2008,216.0,6.851184927493743,6.985641817639208,1128,315.0,238
1958,1958,0.0,0.0,7.380879035564116,1604,576.0,42
2003,2009,506.0,7.080867896690782,7.300472814267799,1480,620.0,252
1959,1959,150.0,6.75343791859778,7.042286171939743,1143,308.0,0
1959,1959,91.0,6.842683282238422,7.095893221097532,1206,312.0,0
1959,1959,432.0,6.5998704992128365,7.126890808898808,1580,440.0,0
1956,1956,0.0,0.0,6.725033642166843,1337,263.0,0
1952,1952,0.0,5.8289456176102075,6.762729506931879,1064,318.0,0
1955,1955,0.0,6.47543271670409,6.880384082186005,972,305.0,0
1958,1958,0.0,6.278521424165844,6.8966943316227125,988,264.0,0
1920,1994,0.0,0.0,6.3578422665081,985,676.0,0
1948,2004,0.0,6.1779441140506,6.705639094860003,1224,280.0,414
1960,1960,0.0,6.3784261836515865,7.069874128458572,1175,484.0,0
1963,1984,218.0,6.576469569048224,7.241366283322318,1395,440.0,657
1900,1954,771.0,3.8918202981106265,6.565264970035361,1844,240.0,84
1920,1950,0.0,6.363028103540465,6.842683282238422,936,0.0,51
1957,1957,0.0,5.616771097666572,7.206377291472252,1347,551.0,0
1938,2000,0.0,0.0,6.71901315438526,1251,240.0,0
1948,2009,0.0,6.660575149839686,6.93537044601511,1633,240.0,0
1920,1962,0.0,5.176149732573829,6.9167150203536085,1245,315.0,0
1923,1970,0.0,0.0,6.520621127558696,832,780.0,0
1900,2003,0.0,0.0,6.836259277277067,1566,288.0,54
1890,2002,0.0,0.0,5.849324779946859,2268,624.0,0
1910,1950,0.0,0.0,6.734591659972948,2256,0.0,0
1922,1994,0.0,5.648974238161206,6.6052979209482015,1470,624.0,0
1950,1997,0.0,6.670766320845874,6.8966943316227125,1612,363.0,0
1922,2005,0.0,6.163314804034641,7.011213987350367,2068,315.0,0
1925,1950,0.0,5.241747015059643,6.641182169740591,765,200.0,135
1939,1950,0.0,6.115892125483034,6.411818267709897,1132,240.0,0
1940,1950,0.0,5.579729825986222,6.35088571671474,1196,576.0,0
1942,1950,300.0,5.8888779583328805,6.728628613084702,1453,240.0,0
1948,1950,0.0,5.707110264748875,6.660575149839686,1416,312.0,221
1936,1980,0.0,5.6240175061873385,6.270988431858299,1040,624.0,306
1930,1950,0.0,6.1070228877422545,6.834108738813838,1536,480.0,0
1923,1950,0.0,6.8679744089702925,7.025538314638521,1068,288.0,0
1915,1950,0.0,0.0,6.790097235513905,1962,572.0,160
1912,2009,0.0,0.0,6.660575149839686,1560,0.0,344
1920,1993,0.0,0.0,6.4967749901858625,1324,180.0,0
1959,1959,90.0,6.642486801367256,7.260522598089852,1675,365.0,0
1917,1950,0.0,0.0,6.536691597591305,1224,180.0,0
1915,1950,0.0,6.934397209928558,7.10085190894405,1392,0.0,0
1940,1950,0.0,5.910796644040527,6.398594934535208,919,231.0,0
1907,1950,0.0,4.30406509320417,6.56244409369372,1884,0.0,0
1910,1950,0.0,6.602587892189336,6.75343791859778,1680,450.0,56
1967,1967,72.0,6.558197802812269,7.513709247839705,1832,0.0,0
1966,2008,47.0,5.484796933490655,6.762729506931879,892,416.0,0
1968,1968,0.0,6.654152520183219,6.762729506931879,864,280.0,226
1978,1978,0.0,7.1853870155804165,7.1853870155804165,1373,591.0,0
1968,1968,0.0,5.5909869805108565,6.580639137284949,1440,480.0,192
1977,2001,0.0,6.996681488176539,7.259116128097101,1483,690.0,496
1927,1950,0.0,0.0,6.493753839851686,756,440.0,80
1978,1992,288.0,6.872128101338986,7.0192966537150445,1981,522.0,336
1938,1990,0.0,5.666426688112432,6.880384082186005,1610,480.0,0
1950,1987,0.0,4.653960350157523,6.498282149476434,1074,467.0,0
1947,1979,0.0,5.262690188904886,6.6293632534374485,1531,209.0,0
1954,1998,0.0,6.86171134048073,7.067319848653476,1172,366.0,240
2009,2010,96.0,7.205635176410364,7.319202458767849,1508,572.0,0
1964,1964,0.0,0.0,7.1316985104669115,1298,504.0,0
1987,1987,177.0,7.2682230211595655,7.2682230211595655,1433,528.0,0
1993,1993,85.0,6.7580945044277305,6.853299093186078,1802,1017.0,450
2010,2010,80.0,3.2188758248682006,7.109062135687172,1222,615.0,0
1900,1993,0.0,0.0,6.517671272912275,1445,484.0,0
1996,1996,0.0,6.769641976852503,6.769641976852503,965,580.0,71
1997,1998,0.0,5.869296913133774,6.778784897685177,1692,513.0,0
1977,2004,0.0,5.293304824724492,6.934397209928558,1026,308.0,316
1972,1972,0.0,6.175867270105761,6.776506992372183,876,484.0,0
2003,2003,320.0,7.428333194190806,7.590346945602565,1978,850.0,188
1997,1997,0.0,0.0,6.947937068614969,2098,621.0,331
2003,2003,170.0,6.511745329644728,6.744059186311348,848,420.0,140
1945,2007,0.0,0.0,0.0,640,240.0,0
1954,1954,0.0,0.0,5.945420608606575,992,319.0,60
1968,1968,0.0,6.976348070447749,7.087573705557973,1196,336.0,257
1948,1950,0.0,0.0,6.61338421837956,1120,480.0,0
1975,1975,0.0,6.270988431858299,6.9167150203536085,1096,352.0,0
1958,1958,0.0,0.0,6.8679744089702925,960,0.0,0
1924,1999,203.0,4.897839799950911,7.010311867307229,1296,260.0,0
1939,1950,0.0,5.476463551931511,6.75343791859778,856,399.0,0
1967,1967,0.0,0.0,0.0,2650,0.0,0
1931,1950,0.0,0.0,6.796823718274855,1666,0.0,0
1941,1985,371.0,6.056784013228625,7.332369205929062,2133,312.0,0
1950,1991,430.0,5.929589143389895,6.940222469119639,2177,484.0,0
1994,2007,44.0,5.840641657373398,6.049733455231958,1652,473.0,0
1989,1989,0.0,6.617402977974478,6.890609120147166,1034,598.0,141
1989,1989,0.0,4.343805421853684,7.083387847625295,1191,531.0,112
1941,1950,0.0,6.175867270105761,6.175867270105761,540,200.0,0
1921,1975,0.0,5.733341276897746,6.4457198193855785,1107,625.0,0
1896,1950,0.0,0.0,6.6293632534374485,952,330.0,0
2004,2005,186.0,7.2254814727822945,7.374629015218945,1646,525.0,128
1998,1999,0.0,6.423246963533519,6.956545443151569,1916,741.0,0
1977,1977,0.0,6.522092798170152,7.126087273299125,1285,473.0,375
1976,1976,0.0,0.0,7.580189417944541,2048,776.0,0
2008,2008,60.0,4.3694478524670215,7.198183577101943,1346,660.0,100
2009,2010,0.0,0.0,7.102499355774649,1214,520.0,0
2006,2007,0.0,0.0,5.953243334287785,1444,400.0,100
1965,1977,0.0,3.7612001156935624,6.974478911025045,1264,528.0,0
2004,2005,0.0,0.0,7.266128779556451,1430,624.0,0
1999,1999,0.0,0.0,7.20414929203594,1344,686.0,328
1973,1973,0.0,6.82001636467413,6.852242569051878,945,253.0,174
1970,1970,0.0,5.176149732573829,6.304448802421981,1092,0.0,200
1970,1970,0.0,0.0,6.304448802421981,1092,0.0,0
1972,1972,0.0,5.68697535633982,6.304448802421981,1092,286.0,0
1971,2004,0.0,6.152732694704104,6.762729506931879,874,352.0,0
1984,1984,0.0,5.337538079701318,6.726233402358747,833,495.0,431
1985,1986,0.0,0.0,7.104144092987527,2432,616.0,200
1991,1991,0.0,6.129050210060545,6.437751649736401,1274,576.0,22
1969,1969,0.0,6.1675164908883415,6.762729506931879,1479,275.0,287
1994,1995,0.0,7.201916317531627,7.426549072397305,1803,482.0,129
1993,1994,0.0,6.851184927493743,7.050122520269059,1797,616.0,162
1956,1956,0.0,6.336825731146441,6.78332520060396,882,502.0,0
1974,1974,440.0,6.739336627357174,7.268920128193722,1434,528.0,80
1997,1997,0.0,6.742880635791903,6.852242569051878,1608,470.0,252
2003,2003,188.0,6.7464121285733745,6.9167150203536085,2283,632.0,120
1996,1997,32.0,5.652489180268651,5.953243334287785,1628,390.0,48
2004,2005,0.0,7.583756300707112,7.700295203420117,2522,564.0,182
1998,1998,0.0,5.834810737062605,7.257707677160043,1478,495.0,168
1995,1996,0.0,6.60934924316738,7.370230641807081,1734,528.0,52
1998,1998,0.0,5.247024072160486,5.953243334287785,1382,396.0,256
1998,1999,0.0,6.1675164908883415,6.859614903654202,1636,440.0,0
1994,1995,0.0,6.398594934535208,6.56244409369372,1516,409.0,0
1993,1993,45.0,0.0,7.074963197966044,1190,430.0,0
1977,1977,157.0,5.993961427306569,7.023758954738443,1934,567.0,0
1978,1978,256.0,0.0,6.725033642166843,2050,529.0,192
1978,1986,101.0,5.8971538676367405,7.2640301428995295,1671,484.0,252
1980,1991,229.0,6.401917196727186,6.950814768442584,2673,441.0,178
1978,1998,144.0,6.725033642166843,7.039660349862076,1707,479.0,0
2003,2003,0.0,6.434546518787453,6.831953565565855,1884,581.0,0
2000,2001,0.0,0.0,6.9650803456014065,1874,588.0,0
2002,2002,0.0,5.420534999272286,6.880384082186005,1811,565.0,225
1975,1975,161.0,7.195937226475569,7.3914152346753585,1621,478.0,0
1974,1974,196.0,6.790097235513905,7.018401799069201,1116,528.0,0
1975,1975,0.0,6.456769655572163,7.0707241072602764,1193,506.0,40
1970,1970,0.0,0.0,7.074116816197362,1180,477.0,0
1971,1971,178.0,6.2166061010848646,6.950814768442584,1050,336.0,0
1970,1970,0.0,6.588926477533519,6.762729506931879,864,576.0,210
1971,2006,0.0,5.484796933490655,6.762729506931879,864,576.0,200
1973,1973,504.0,5.541263545158426,6.182084906716632,987,264.0,0
1972,1972,425.0,4.709530201312334,6.182084906716632,987,288.0,0
1976,1976,0.0,5.726847747587197,6.690842277418564,1548,440.0,108
1975,1975,0.0,6.077642243349034,6.964135612418245,1055,440.0,0
1977,1977,0.0,5.966146739123692,6.752270376141742,1456,440.0,0
1978,1978,0.0,5.771441123130016,6.690842277418564,1548,440.0,108
1978,1978,0.0,5.634789603169249,6.752270376141742,1456,440.0,147
1976,1976,0.0,6.285998094508865,6.729824070489475,836,345.0,150
1966,2004,165.0,6.4692503167957724,6.762729506931879,1120,656.0,0
2007,2007,726.0,7.215975002651466,7.482681828154651,2772,754.0,135
2009,2009,0.0,6.894670039433482,7.2196420401307355,2690,864.0,0
2008,2008,450.0,7.117205503164344,7.611347717403621,2020,896.0,192
2007,2007,472.0,7.735870319952567,7.875119281040293,2674,762.0,360
2008,2008,302.0,0.0,7.459914766241105,1736,834.0,319
2004,2005,238.0,7.3343293503005365,7.48605261786314,1782,932.0,99
2007,2007,20.0,7.115582126184454,7.319202458767849,2520,640.0,192
2008,2008,284.0,6.923628628138427,7.461640392208575,1743,927.0,168
2006,2006,122.0,6.945051063725834,7.316548177182976,1531,700.0,184
2008,2008,285.0,7.04141166379481,7.4815557019095165,1808,850.0,200
2003,2004,418.0,7.141245122350491,7.473637108496206,1760,583.0,165
2003,2003,724.0,7.587310506022615,7.8050670442584895,2452,886.0,0
2003,2004,186.0,0.0,6.9874902470009905,2400,730.0,114
2006,2006,383.0,0.0,7.377133712833954,1606,871.0,230
2005,2005,240.0,6.729824070489475,7.214504414151143,1358,484.0,192
2005,2005,135.0,6.782192056006791,7.175489713624222,1306,624.0,170
2007,2008,176.0,6.776506992372183,7.208600337960199,1358,484.0,192
2004,2005,730.0,7.671826797878781,7.821242083523558,2492,949.0,226
2003,2004,470.0,7.351158226430694,7.696667081526462,2200,685.0,208
2008,2009,308.0,6.68586094706836,7.541683099882111,1884,649.0,231
2008,2008,500.0,0.0,7.280697195384741,1456,539.0,192
2002,2003,270.0,7.087573705557973,7.44600149832412,1712,701.0,218
2003,2003,163.0,0.0,7.2485040723706105,1405,478.0,148
2005,2005,0.0,0.0,6.591673732008658,1456,390.0,100
2005,2006,0.0,0.0,6.61472560020376,1490,392.0,36
2005,2006,16.0,2.833213344056216,7.107425474110705,1220,397.0,100
2004,2005,0.0,0.0,5.953243334287785,1374,400.0,100
2004,2005,200.0,0.0,6.767343125265392,1630,436.0,120
2004,2004,0.0,0.0,6.741700694652055,1594,434.0,300
2003,2003,0.0,6.481577129276431,6.663132695990803,1489,400.0,0
2003,2003,0.0,6.20455776256869,6.54965074223381,1342,393.0,100
2002,2002,0.0,6.480044561926653,6.769641976852503,2004,644.0,0
2004,2004,0.0,5.488937726156687,5.953243334287785,1374,400.0,0
2000,2000,0.0,6.52795791762255,6.678342114654332,1514,394.0,0
1999,2000,0.0,0.0,5.953243334287785,1430,400.0,0
1999,1999,210.0,6.81783057145415,7.071573364211532,2312,658.0,298
1999,1999,0.0,0.0,5.953243334287785,1430,410.0,0
2000,2000,150.0,7.068172000388042,7.283448228756631,2687,810.0,252
1994,1995,634.0,5.4680601411351315,7.613324979540639,2063,815.0,182
1995,1996,286.0,6.705639094860003,6.976348070447749,2061,647.0,296
1993,1994,372.0,6.437751649736401,7.068172000388042,2232,623.0,173
2008,2008,240.0,0.0,7.436617265234227,1696,972.0,120
2008,2008,294.0,0.0,7.387090235656757,1658,726.0,144
2007,2007,260.0,7.166265974133638,7.440146680662688,1702,844.0,0
2006,2006,206.0,5.940171252720432,7.260522598089852,1432,492.0,297
2005,2006,198.0,7.677400430514807,7.807510042216193,2490,795.0,70
2008,2009,0.0,0.0,7.270312886079025,1436,529.0,0
2008,2008,0.0,0.0,7.246368080102461,1402,625.0,205
2007,2008,120.0,0.0,7.333676395657684,1530,984.0,212
2006,2007,238.0,3.2188758248682006,7.224753405767971,1448,692.0,0
2006,2006,121.0,6.52649485957079,6.803505257608338,1795,782.0,168
2008,2009,288.0,0.0,7.515889085215125,1836,517.0,0
2006,2007,0.0,7.266128779556451,7.410347097821024,1662,711.0,168
2003,2004,0.0,6.648984550024776,7.348587530927593,1553,588.0,192
2003,2003,0.0,6.018593214496234,6.70073110954781,1653,628.0,0
2007,2007,0.0,0.0,7.105786129481271,1218,576.0,0
2006,2006,0.0,4.007333185232471,7.040536390215956,1141,484.0,182
2004,2004,0.0,0.0,7.055312843339752,1158,0.0,0
2004,2004,0.0,0.0,6.728628613084702,1812,478.0,146
2004,2004,264.0,6.248042874508429,7.321849713788356,1512,845.0,210
2004,2005,0.0,0.0,7.016609683894219,1114,576.0,248
2004,2004,0.0,0.0,7.016609683894219,1114,0.0,0
2003,2004,0.0,6.729824070489475,7.016609683894219,1114,576.0,0
2008,2009,140.0,0.0,7.280008252884188,1450,788.0,0
1996,1997,132.0,6.45833828334479,6.81783057145415,2122,559.0,0
1992,1992,0.0,3.970291913552122,6.705639094860003,1730,528.0,0
1990,1991,0.0,0.0,7.195187320178709,1332,542.0,0
1994,1994,0.0,3.6109179126442243,6.626717749249025,1540,495.0,140
1986,1986,141.0,5.805134968916488,6.517671272912275,1400,465.0,0
1981,1981,0.0,0.0,0.0,1882,612.0,0
1962,1962,0.0,4.23410650459726,6.8885724595653635,980,400.0,0
1961,1961,0.0,6.493753839851686,6.762729506931879,864,732.0,0
1961,1961,0.0,6.762729506931879,6.762729506931879,864,440.0,158
1965,1965,0.0,6.300785794663244,6.932447891572509,1020,288.0,171
1963,1995,0.0,6.437751649736401,6.816735880594968,912,300.0,0
1962,1962,60.0,4.948759890378168,6.816735880594968,912,252.0,0
1980,1980,115.0,7.458186157340487,7.608374474380783,2014,864.0,462
1991,2008,196.0,6.400257445308821,6.883462586413092,1755,524.0,502
2004,2005,0.0,0.0,7.227662498728654,3005,704.0,0
2008,2008,280.0,0.0,7.454141078146678,1726,561.0,0
2008,2008,252.0,6.870053411798126,7.044032897274685,1256,641.0,0
2000,2000,513.0,6.230481447578482,6.6293632534374485,1512,440.0,0
1999,1999,218.0,6.309918278226516,6.539585955617669,1452,506.0,0
1977,2008,450.0,7.133295954896068,7.43543801981455,1694,642.0,501
1981,1981,0.0,4.804021044733257,7.462214939768189,1740,540.0,228
1976,1976,200.0,0.0,5.973809611869261,2499,527.0,0
1974,1974,0.0,6.329720905522696,6.6240652277998935,2067,784.0,297
1967,1997,256.0,0.0,6.838405200847344,2640,515.0,0
1969,1969,128.0,6.317164686747284,7.161622002939187,1336,502.0,312
1969,1969,200.0,6.862757913051401,7.104144092987527,1216,336.0,0
1977,1992,283.0,6.07073772800249,6.812345094177479,2288,520.0,321
1967,1967,0.0,6.47543271670409,6.762729506931879,864,312.0,0
1967,1967,0.0,0.0,7.358193752733032,1568,440.0,160
1974,1974,252.0,6.54965074223381,7.061334366910438,2061,498.0,0
1971,1971,509.0,6.870053411798126,7.117205503164344,1320,495.0,0
1960,1960,0.0,6.5998704992128365,6.796823718274855,894,396.0,0
1959,1959,0.0,6.0014148779611505,6.762729506931879,864,308.0,0
1957,1957,160.0,6.654152520183219,6.947937068614969,1362,768.0,0
1956,1956,70.0,6.439350371100098,6.955592608396297,1728,576.0,0
1961,1995,217.0,5.739792912179234,7.1808311990445555,1313,610.0,172
1964,1964,144.0,6.906754778648554,7.164720378771857,1292,520.0,0
1965,1965,0.0,5.963579343618446,6.61338421837956,2140,549.0,0
1961,1961,90.0,6.343880434126331,7.097548850614793,1576,368.0,85
1955,1955,0.0,4.61512051684126,6.8679744089702925,960,330.0,0
1967,1967,0.0,7.068172000388042,7.427144133408616,1691,550.0,0
1961,1961,3.0,7.180069874302796,7.282073658093465,1453,530.0,0
1966,2008,210.0,7.23561914106675,7.354362330421477,1567,542.0,0
1956,1956,164.0,6.75343791859778,7.064759027791802,1144,286.0,257
1960,1960,128.0,6.300785794663244,7.1929342212158,1329,441.0,0
1959,1998,0.0,6.5638555265321274,6.8966943316227125,988,297.0,156
1956,1956,0.0,6.077642243349034,7.0925737159746784,1202,304.0,0
1955,1955,0.0,5.153291594497779,7.232010331664759,1382,350.0,280
1956,1956,0.0,5.049856007249537,7.0909098220799835,1200,294.0,0
1958,1958,657.0,0.0,7.532088143541722,1866,495.0,0
1954,1954,80.0,6.19644412779452,6.968850378341948,1062,297.0,0
1951,1951,0.0,5.733341276897746,6.448889394146858,1112,480.0,0
1945,1950,0.0,6.55250788703459,6.677083461247136,793,240.0,0
1952,2005,0.0,6.837332814685591,6.939253946041508,1031,230.0,0
1953,1953,140.0,0.0,0.0,1210,616.0,208
1948,1999,0.0,6.551080335043404,6.551080335043404,1527,410.0,0
1950,1950,0.0,5.968707559985366,7.0909098220799835,1200,246.0,126
1958,1958,0.0,0.0,6.675823221634848,792,366.0,0
1939,2006,0.0,0.0,6.517671272912275,1352,720.0,187
1900,2003,0.0,0.0,6.0063531596017325,1039,281.0,0
1925,1950,0.0,0.0,6.961296045910167,1078,264.0,0
1915,1950,0.0,0.0,7.1808311990445555,2377,528.0,0
1910,2008,0.0,0.0,6.329720905522696,1690,624.0,0
1940,1950,0.0,0.0,6.0330862217988015,599,0.0,0
1920,1950,0.0,0.0,6.580639137284949,846,576.0,0
1890,1998,0.0,0.0,6.447305862541213,725,320.0,0
1969,1969,480.0,0.0,7.130098510125578,2544,907.0,0
1963,1963,295.0,5.953243334287785,7.2305631534092925,1380,364.0,0
1967,1967,0.0,6.771935555839602,6.947937068614969,1040,480.0,0
1958,2007,0.0,6.61472560020376,6.858565034791365,951,480.0,0
1957,1957,143.0,6.304448802421981,7.00850518208228,1105,308.0,0
1958,1958,82.0,0.0,5.081404364984463,1142,384.0,0
1950,1950,0.0,6.432940092739179,6.679599185844383,1133,900.0,0
1958,1958,0.0,0.0,6.948897222313312,1041,294.0,0
1952,1952,0.0,6.447305862541213,6.597145701886651,732,240.0,0
1959,1959,0.0,6.073044534100405,6.270988431858299,1183,288.0,0
1949,1996,0.0,0.0,6.725033642166843,1461,384.0,0
1948,1994,0.0,4.795790545596741,6.762729506931879,1495,576.0,180
1964,1964,420.0,0.0,6.660575149839686,1806,483.0,0
1978,1978,124.0,6.848005274576363,6.848005274576363,941,564.0,0
1963,1963,0.0,6.717804695023691,6.952728644624869,1045,264.0,0
1935,1998,0.0,0.0,6.804614520062624,1378,162.0,54
1910,1950,0.0,6.452048954437226,6.880384082186005,1944,324.0,0
1910,2003,0.0,0.0,5.484796933490655,1306,472.0,0
1910,2002,0.0,0.0,6.22455842927536,1464,0.0,0
1939,1950,0.0,6.045005314036012,6.53813982376767,1558,400.0,0
1920,1950,0.0,0.0,6.398594934535208,1701,0.0,0
1910,1950,0.0,0.0,6.687108607866515,1447,0.0,80
1950,1970,0.0,5.953243334287785,6.645090969505644,1328,308.0,0
1920,1950,0.0,0.0,6.759255270663693,861,288.0,0
1940,1950,0.0,0.0,0.0,612,308.0,0
1923,1950,0.0,0.0,6.437751649736401,792,287.0,0
1910,1950,0.0,0.0,6.519147287940395,1510,720.0,0
1900,1950,0.0,0.0,6.822197390620491,2007,357.0,0
1917,2007,0.0,0.0,6.437751649736401,1288,280.0,0
1910,1950,0.0,0.0,6.437751649736401,816,0.0,0
